id,templateName,slug,emailDescription,subject,emailTitle,emailContent,isActive,createdAt,updatedAt
281,Verification of Merchant(Supporter Package) without Issuer code but with transaction code by Website Admin ,verification-of-merchant(supporter-package)-without-issuer-code-but-with-transaction-code-by-website-admin,"Email sent to merchant when website admin verifies merchant with partner package but without issuer code. This email will include the login credentials, login url and the transaction verification code of the merchant. Steps ",Registration Successful,Registration Successful,"
Dear {merchant},Congratulations! You’re in! It gives us great pleasure to let you know that your Registration with TouristSaver has been successful.&nbsp;&nbsp;We do have a few quick steps to finalise everything before you’re up and running and welcoming TouristSaver Members into your business.&nbsp;&nbsp;STEP 1: Login CredentialsPlease use the following credentials to login to your Dashboard. We suggest that you copy and paste your username and password when logging in for the first time.Username : {merchant_username}Password : {password}Click here to login to your Dashboard.&nbsp;STEP 2: Once You’re Logged InGo to your Dashboard Menu on left and read the Terms and Conditions&nbsp;STEP 3: Let’s Get You Visible and Added to the Piink App PRONTO. To Enable your business to be added to the TouristSaver App…To do this, we need some info from you:Go to your Dashboard Menu on the left and follow these steps: choose:MY ACCOUNT &gt; PAYMENT METHODS &gt; ADD CARD &gt; COMPLETE YOUR CARD DETAILS &gt; SAVE CARDPlease note: Only you, as a merchant can see your credit card details - this card is used by TouristSaver via Stripe, to debit your 3% monthly Friendship Fee - this fee is only charged on completed transactions with TouristSaver members.&nbsp;&nbsp;NOTE: Your business will not appear on the TouristSaver App until STEP 3 is completed.&nbsp;&nbsp;STEP 4: Locating Your Transaction Code.&nbsp;Here’s how: MENU &gt; MY ACCOUNT &gt; MY PROFILE&nbsp;You will use this transaction verification code when you make a sale/transact with TouristSaver membersYour transaction verification code{transaction_verification_code}&nbsp;STEP 5: FOR PREMIUM MERCHANTS - Accessing Your Premium CodesHere’s how: MENU &gt; PREMIUM CODESAs per your package, you have received {premium_member_codes_count} premium member codes.&nbsp;As a Premium Merchant, you can Register Premium Members and earn a percentage every time they spend their TouristSaver Credits at yours AND other TouristSaver Merchants Businesses.&nbsp;HOT TIP: Explore your entire TouristSaver Dashboard. Click on everything and become familiar with what’s available to help you grow your business. Click on the TRAINING tab on the left hand side, these short videos will be your go to when it comes to how the TouristSaver Technology works within your business.&nbsp;You can reach out to us at any time by using the “Contact TouristSaver” tab on your Menu.&nbsp;We look forward to supporting you as you find your feet &amp; learn the ropes.&nbsp;",True,2023-08-17 12:32:09.838 +0545,2023-10-12 09:25:52.691 +0545
349,KYC submitted email to signer,kyc-submitted-email-to-signer,This email is sent to signer when the user registered by them submits KYC form,KYC Submitted by your user,KYC Submitted by your user,"Dear {signer},A user named {username} ({user_role}), signed by you has submitted KYC details from {user_role} dashboard.",True,2024-12-05 11:14:23.150 +0545,2024-12-17 10:06:04.175 +0545
305,Button Clicked  Email to sender,button-clicked-email-to-sender,This email is sent to sender when user opens the document sent in their email.,Button Clicked by Receiver,Button Clicked by Receiver,"Dear {user},This is to inform you that, {receiver} has clicked the button link of the email titled '{email_subject}' sent on {date}.Button clicked date: {button_clicked_date}Button link : {button_link}",True,2024-01-26 11:08:50.150 +0545,2024-02-08 13:25:22.773 +0545
187,Topup for the first time by the member issued by Country Owner,topup-for-the-first-time-by-the-member-issued-by-country-owner,Email to be sent to country owner when member registered by this country owner topups their account for the first time,Topup Successful,Topup Successful,"Dear {countryadmin},Congratulations!! A member issued by you has now upgraded to premium membership. Details about this member are provided below.Member Name : {member_name}Member ID : {member_id}You will now receive a percentage of the membership and friendship for each transaction made by this member.",True,2022-11-18 14:31:54.232 +0545,2023-09-07 10:20:56.940 +0545
136,Registration Successful of White Label User,registration-successful-of-white-label-user,This email is sent to white label user when they successfully register and they don't have Membership Issuer access.,Registration Successful,Registration Successful,"Dear {whitelabeluser},Congratulations! You have been successfully registered to TouristSaver.Please use the following credentials to login to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Username : {white_label_user_username}Password : {password}Click here to login in to your Dashboard using above credentials. You can sign merchant, club, charity as well as register white label users from this dashboard.&nbsp;&nbsp;&nbsp;",True,2022-11-11 09:23:06.702 +0545,2023-09-07 10:56:27.282 +0545
164,Registration of Merchant By Country Admin,registration-of-merchant-by-country-admin,This email is sent to Merchants when they are registered by country admin.,Registration Sucessful,Registration Successful,"Dear {merchant},Congratulations!! You have been successfully registered to TouristSaver.Please use the following credentials to login in to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;Username : {merchant_username}Password : {password}Click here to login in to your Dashboard.Your transaction verification code{transaction_verification_code}You can use given transaction verification code to perform transaction with the member.&nbsp;Please find the &nbsp;Issuer QR code and Transaction QR code attached to this email for your convenience.&nbsp;",True,2022-11-13 12:22:39.352 +0545,2023-09-07 10:10:31.404 +0545
304,Document Opened Email to sender,document-opened-email-to-sender,This email is sent to sender when user opens the document sent in their email.,Document Opened by Receiver,Document Opened by Receiver,"Dear {user},This is to inform you that, {receiver} has opened the {document_name} document of the email titled '{email_subject}' sent on {date}.Document opened date: {document_opened_date}",True,2024-01-26 11:08:17.203 +0545,2024-02-08 13:25:17.162 +0545
247,Registration of Merchant(Supporter Package) By Country Admin with Issuer code,registration-of-merchant(supporter-package)-by-country-admin-with-issuer-code,Registration of Merchant(Supporter Package) By Country Admin,Registration Successful,Registration Successful,"Dear {merchant},Congratulations! You have been successfully registered to TouristSaver.Please use the following credentials to login to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.Username : {merchant_username}Password : {password}Click here to login in to your panel.Your transaction verification code{transaction_verification_code}&nbsp;You will use this transaction verification code when you make a sale/transact with TouristSaver members.&nbsp;Your membership issuer code{membership_issuer_code}&nbsp;You can use given membership issuer code to register new members when you convert to a Premium Merchant package.&nbsp;Please find the Transaction QR code and Issuer QR code attached to this email for your convenience.&nbsp;",True,2023-07-07 09:59:15.506 +0545,2023-09-14 08:31:47.818 +0545
51,Upgrade to another Collaboration Partner package,upgrade-to-another-collaboration-partner-package,Email sent to collaboration partner when they upgrade to another collaboration partner package,Package Upgrade/Renew Successful,Package Upgrade/Renew Successful,"Dear {collaborationpartner},Congratulations! Your package has been successfully upgraded/renewed.New package details:Package Name : {collaboration_package_name}{merchant_codes_info}Premium Member Codes Count : {premium_member_code_count}Login to your Dashboard and navigate to Premium Merchant Codes and Premium Member Codes section to view these codes.",True,2022-11-09 10:32:49.599 +0545,2024-12-20 11:54:28.502 +0545
307,Email opened by receiver email to Admin,email-opened-by-receiver-email-to-admin,This email is sent to TouristSaver admin when any email sent to the receiver is opened by them.,Email Opened by Receiver,Email Opened by Receiver,"Dear {admin},This is to inform you that, an email titled '{email_subject}' sent by {sender_role} named {sender_name} on {date} has been opened by {receiver}Email opened date: {email_opened_date}",True,2024-02-08 12:34:45.750 +0545,2024-02-08 13:25:28.937 +0545
28,Registration Rejected of Merchant,registration-rejected-of-merchant,Email sent to merchant when their registration is rejected.,Registration Unsuccessful,Registration Unsuccessful,"Dear {merchant},&nbsp;Our apologies, your TouristSaver Merchant Registration has been rejected due to the following reasons. You will receive your refund in 3-4 working days. Please contact TouristSaver if you have any queries.&nbsp;Issues:&nbsp;{issues_description}&nbsp;",True,2022-11-09 09:55:50.666 +0545,2023-09-07 11:44:05.110 +0545
27,Registration Approved Partner Package,registration-approved-partner-package,Email sent to merchant when their registration with Partner Package is approved., Registration Verified, Registration Verified,"Dear {merchant},Congratulations!! Your TouristSaver registration has been successful.Please use the following credentials to login in to your Dashboard.&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;email: {merchant_email}password:{password}Click here to login in to your Dashboard.Your transaction verification code{transaction_verification_code}You can use your allocated transaction verification code to perform transaction with TouristSaver members.&nbsp;Your membership issuer code{membership_issuer_code}&nbsp;As per your package, you have received {premium_member_codes_count}. You can use these codes to register premium members and earn from their purchases. In order to issue memberships login to your Dashboard and sign the issuer agreement, if you have not already done so.&nbsp;&nbsp;Please find the Issuer QR code and Transaction QR code attached to this email for your convenience.",True,2022-11-09 09:55:05.754 +0545,2023-09-07 11:51:17.234 +0545
306,Interaction Button Clicked,interaction-button-clicked,This email is sent to sender when interaction button in the document is clicked by the receiver.,Interaction Button Clicked,Interaction Button Clicked,"Dear {user},This is to inform you that user has clicked the interaction button available in the {document_name} document sent on the email titled '{email_subject}' on {date}.Button clicked date: {interaction _button_clicked_date}Interaction Button Content :{interaction_button_content}Interaction Button Response : {interaction_button_response}Recepient Email : {receipient_email}",True,2024-01-26 11:09:35.361 +0545,2024-02-08 13:26:03.813 +0545
340,Collaboration Package Repurchase,collaboration-package-repurchase,Collaboration Package Repurchase,Collaboration Package Repurchase successful,Collaboration Package Repurchase successful,"Dear {salesagent},Congratulations!! Collaboration package has been repurchased successfully. As per your package, you have been assigned with following codes.{merchant_codes_info}Premium member codes : {premium_member_codes_count}Please log into your panel to view all the assigned codes.",True,2024-11-19 11:02:55.769 +0545,2024-12-20 11:49:11.566 +0545
309,Button Clicked Email to Admin,button-clicked-email-to-admin,This email is sent to admin when user opens the document sent in their email.,Button Clicked by Receiver,Button Clicked by Receiver,"Dear {admin},This is to inform you that, {receiver} has clicked the button link of the email titled '{email_subject}' sent by {sender_role} named {sender_name} on {date}Button clicked date : {button_clicked_date}Button link : {button_link}",True,2024-02-08 12:35:51.845 +0545,2024-02-08 13:25:52.892 +0545
374,Re-send login template,re-send-login-template,This email is sent to the user when country or global admin resend the login details of user,TouristSaver Login Details,TouristSaver Login Details,"Dear {user},Please use the following credentials to login to {user_role} panel.{username_or_email} : {username_or_email_of_user}Password : {password}Click loginbutton to get access on your panel.",True,2025-03-24 12:33:56.185 +0545,2025-03-24 12:33:56.185 +0545
308,Document Opened Email to Admin,document-opened-email-to-admin,This email is sent to admin when user opens the document sent in their email,Document Opened by Receiver,Document Opened by Receiver,"Dear {admin},This is to inform you that, a {document_name} document sent by {sender_role} named {sender_name} on {date} has been opened by {receiver}Document opened date: {document_opened_date}
",True,2024-02-08 12:35:18.250 +0545,2024-02-08 13:25:34.900 +0545
286,Verification of Merchant(Partner Package) without Issuer code but with transaction code by Website Admin ,verification-of-merchant(partner-package)-without-issuer-code-but-with-transaction-code-by-website-admin,"Email sent to merchant when website admin verifies merchant with partner package but without issuer code. This email will include the login credentials, login url and the transaction verification code of the merchant-Steps",Registration Successful,Registration Successful,"Dear {merchant},Congratulations! You’re in! It gives us great pleasure to let you know that your Registration with TouristSaver has been successful.&nbsp;&nbsp;We do have a few quick steps to finalise everything before you’re up and running and welcoming TouristSaver Members into your business.&nbsp;&nbsp;STEP 1: Login CredentialsPlease use the following credentials to login to your Dashboard. We suggest that you copy and paste your username and password when logging in for the first time. &nbsp;Username : {merchant_username}Password : {password}Click here to login to your panel.&nbsp;STEP 2: Once You’re Logged InGo to your Dashboard Menu on left and read the Terms and Conditions&nbsp;STEP 3: Let’s Get You Visible and Added to the Piink App PRONTO. To Enable your business to be added to the TouristSaver App…To do this, we need some info from you:Go to your Dashboard Menu on the left and follow these steps: choose:&nbsp;MY ACCOUNT &gt; PAYMENT METHODS &gt; ADD CARD &gt; COMPLETE YOUR CARD DETAILS &gt; SAVE CARDPlease note: Only you, as a merchant can see your credit card details - this card is used by TouristSaver via Stripe, to debit your 3% monthly Friendship Fee - this fee is only charged on completed transactions with TouristSaver members.&nbsp;&nbsp;NOTE: Your business will not appear on the TouristSaver App until STEP 3 is completed.&nbsp;STEP 4: Locating Your Transaction Code.&nbsp;Here’s how: MENU &gt; MY ACCOUNT &gt; MY PROFILE&nbsp;You will use this transaction verification code when you make a sale/transact with TouristSaver members.Your transaction verification code{transaction_verification_code}&nbsp;STEP 5: FOR PREMIUM MERCHANTS - Accessing Your Premium CodesHere’s how: MENU &gt; PREMIUM CODES&nbsp;As per your package, you have received {premium_member_codes_count} Premium Member Codes.&nbsp;&nbsp;As a Premium Merchant, you can Register Premium Members and earn a percentage every time they spend their TouristSaver Credits at yours AND other TouristSaver Merchants Businesses.&nbsp;HOT TIP: Explore your entire TouristSaver Dashboard. Click on everything and become familiar with what’s available to help you grow your business. Click on the TRAINING tab on the left hand side, these short videos will be your go to when it comes to how the TouristSaver Technology works within your business.&nbsp;You can reach out to us at any time by using the “Contact TouristSaver” tab on your Menu.&nbsp;We look forward to supporting you as you find your feet &amp; learn the ropes.&nbsp;&nbsp;&nbsp;",True,2023-08-17 12:32:09.838 +0545,2023-10-12 09:08:48.250 +0545
282,Verification of Merchant(Supporter Package) without transaction code but with issuer code by Website Admin ,verification-of-merchant(supporter-package)-without-transaction-code-but-with-issuer-code-by-website-admin,"Email sent to merchant when website admin verifies merchant with partner package but without issuer code. This email will include the login credentials, login url and the issuer verification code of the merchant. Steps",Registration Successful,Registration Successful,"Dear {merchant},Congratulations! You’re in! It gives us great pleasure to let you know that your Registration with TouristSaver has been successful.&nbsp;&nbsp;We do have a few quick steps to finalise everything before you’re up and running and welcoming TouristSaver Members into your business.&nbsp;&nbsp;STEP 1: Login CredentialsPlease use the following credentials to login to your Dashboard. We suggest that you copy and paste your username and password when logging in for the first time.&nbsp;Username : {merchant_username}Password : {password}Click here to login to your panel.&nbsp;STEP 2: Once You’re Logged InGo to your Dashboard Menu on left and read the Terms and Conditions&nbsp;STEP 3: Let’s Get You Visible and Added to the Piink App PRONTO. To Enable your business to be added to the TouristSaver App…To do this, we need some info from you:&nbsp;Go to your Dashboard Menu on the left and follow these steps: choose:MY ACCOUNT &gt; PAYMENT METHODS &gt; ADD CARD &gt; COMPLETE YOUR CARD DETAILS &gt; SAVE CARDPlease note: Only you, as a merchant can see your credit card details - this card is used by TouristSaver via Stripe, to debit your 3% monthly Friendship Fee - this fee is only charged on completed transactions with TouristSaver members.&nbsp;&nbsp;NOTE: Your business will not appear on the TouristSaver App until STEP 3 is completed.&nbsp;&nbsp;STEP 4: Locating Your Issuer Code.&nbsp;Here’s how: MENU &gt; MY ACCOUNT &gt; MY PROFILE&nbsp;&nbsp;You’ll be using this unique membership issuer QR Code when introducing new TouristSaver Members.&nbsp;&nbsp;Your membership issuer code{membership_issuer_code}&nbsp;You will also find your Issuer QR code attached to this email for your convenience.&nbsp;STEP 5: Accessing Your Premium CodesHere’s how: MENU &gt; PREMIUM CODESAs per your package, you have received {premium_member_codes_count} premium member codes.&nbsp;As a Premium Merchant, you can Register Premium Members and earn a percentage every time they spend their TouristSaver Credits at yours AND other TouristSaver Merchants Businesses.&nbsp;HOT TIP: Explore your entire TouristSaver Dashboard. Click on everything and become familiar with what’s available to help you grow your business. Click on the TRAINING tab on the left hand side, these short videos will be your go to when it comes to how the TouristSaver Technology works within your business.&nbsp;You can reach out to us at any time by using the “Contact TouristSaver” tab on your Menu.&nbsp;We look forward to supporting you as you find your feet &amp; learn the ropes.&nbsp;",True,2023-08-17 12:32:09.838 +0545,2023-10-12 09:21:02.072 +0545
285,Verification of Merchant(Partner Package) without transaction code but with issuer code by Website Admin ,verification-of-merchant(partner-package)-without-transaction-code-but-with-issuer-code-by-website-admin,"Email sent to merchant when website admin verifies merchant with partner package but without issuer code. This email will include the login credentials, login url and the issuer verification code of the merchant. Steps",Registration Successful,Registration Successful,"Dear {merchant},Congratulations! You’re in! It gives us great pleasure to let you know that your Registration with TouristSaver has been successful.&nbsp;&nbsp;We do have a few quick steps to finalise everything before you’re up and running and welcoming TouristSaver Members into your business.&nbsp;&nbsp;STEP 1: Login CredentialsPlease use the following credentials to login to your Dashboard. We suggest that you copy and paste your username and password when logging in for the first time.&nbsp;Username : {merchant_username}Password : {password}Click here to login to your panel.&nbsp;STEP 2: Once You’re Logged InGo to your Dashboard Menu on left and read the Terms and Conditions&nbsp;STEP 3: Let’s Get You Visible and Added to the Piink App PRONTO. To Enable your business to be added to the TouristSaver App…To do this, we need some info from you:Go to your Dashboard Menu on the left and follow these steps: choose:MY ACCOUNT &gt; PAYMENT METHODS &gt; ADD CARD &gt; COMPLETE YOUR CARD DETAILS &gt; SAVE CARDPlease note: Only you, as a merchant can see your credit card details - this card is used by TouristSaver via Stripe, to debit your 3% monthly Friendship Fee - this fee is only charged on completed transactions with TouristSaver members.&nbsp;&nbsp;NOTE: Your business will not appear on the TouristSaver App until STEP 3 is completed.&nbsp;&nbsp;STEP 4: Locating Your Issuer Code. Issuer Code - Menu on left - My Account - My ProfileHere’s how: MENU &gt; MY ACCOUNT &gt; MY PROFILE&nbsp;&nbsp;You’ll be using this unique membership issuer QR Code when introducing new TouristSaver Members.&nbsp;Your membership issuer code{membership_issuer_code}&nbsp;You will also find your Issuer QR code attached to this email for your convenience.&nbsp;STEP 5: Accessing Your Premium Codes - Menu on left - Premium CodesHere’s how: MENU &gt; PREMIUM CODESAs per your package, you have received {premium_member_codes_count} premium member codes.&nbsp;As a Premium Merchant, you can Register Premium Members and earn a percentage every time they spend their TouristSaver Credits at yours AND other TouristSaver Merchants Businesses.&nbsp;HOT TIP: Explore your entire TouristSaver Dashboard. Click on everything and become familiar with what’s available to help you grow your business. Click on the TRAINING tab on the left hand side, these short videos will be your go to when it comes to how the TouristSaver Technology works within your business.&nbsp;You can reach out to us at any time by using the “Contact TouristSaver” tab on your Menu.&nbsp;We look forward to supporting you as you find your feet &amp; learn the ropes.&nbsp;
",True,2023-08-17 12:32:09.838 +0545,2023-10-12 09:09:26.155 +0545
49,Contact Us with attachment,contact-us-with-attachment,Contact us from the registered user panel with attachment,TouristSaver - Contact Us,Contact Us,"Dear Admin,&nbsp;You got a new message from following user.&nbsp;Name : {name}Email : {email}Country : {country}Phone: {phone}Role : {role}Message : {message}&nbsp;This email contains attachment. Click hereto see this attachment.",True,2023-03-03 12:30:29.468 +0545,2023-03-03 16:13:25.912 +0545
202,Contact Us,contact-us,Contact us from the registered user panel,TouristSaver - Contact Us,Contact Us,"Dear Admin,&nbsp;You have a new message from following user.&nbsp;Name : {name}Email : {email}Country :{country}Phone: {phone}Role : {role}Message : {message}",True,2023-02-16 10:41:05.035 +0545,2023-09-07 09:39:11.914 +0545
207,Bulk email sent to Singapore Merchants,bulk-email-sent-to-singapore-merchants,Bulk email sent to Singapore Merchants,Welcome to TouristSaver Dashboard,Welcome to TouristSaver Dashboard,"Hi {Merchant_Name}, &nbsp;&nbsp;&nbsp;We are pleased to announce and super excited to share the TouristSaver Dashboard and System with you.&nbsp;Please click here to login and start using your TouristSaver Dashboard. &nbsp;&nbsp;Temporary login details are as below:&nbsp;Username: {merchant_username}&nbsp;Password: {password} &nbsp;&nbsp;We are committed to increasing your user experience and helping you to grow your business.&nbsp;Thank you for all your support. &nbsp;&nbsp;&nbsp;&nbsp;
",True,2023-03-10 15:40:43.426 +0545,2023-09-07 08:43:49.722 +0545
294,Registration of Member with Premium code,registration-of-member-with-premium-code,This email is sent to member when they register using premium code.,Welcome to TouristSaver,Welcome to TouristSaver,"Dear {member},Welcome to TouristSavers. Congratulations you been provided with {piinks_count} TouristSavers. Now, you can make transactions with the various system-based merchants.
",True,2023-12-28 16:36:58.851 +0545,2023-12-28 16:36:58.851 +0545
200,Bulk email for old users,bulk-email-for-old-users,Bulk email for old users,TouristSaver Panel Link Changed,TouristSaver Panel Link Changed,"Dear {user},&nbsp;Welcome to TouristSaver.&nbsp;&nbsp;TouristSaver website has been upgraded. Check out our new website at www.touristsaver.org.&nbsp;Also, your login Dashboard details has changed to the following.&nbsp;Please click {here} to go to your Dashboard.&nbsp;&nbsp;Your new credentials are as follows:&nbsp;{email_or_username}:{email_or_username_value}Password : {password}&nbsp;We apologise for the inconvenience caused.&nbsp;Thank you for your continuous support.&nbsp;Yours Sincerely,TouristSaver&nbsp;",True,2023-02-06 15:39:27.045 +0545,2023-09-07 09:45:14.613 +0545
218,Bulk email to Singapore White label user,bulk-email-to-singapore-white-label-user,Bulk email to Singapore White label user with their login credentials and login url,Welcome to TouristSaver WL Dashboard,Welcome to TouristSaver WL Dashboard,"Hi {user}, &nbsp;&nbsp;We are pleased to announce and super excited to share the TouristSaver Dashboard and System with you.&nbsp;Please click here to login and start using your new TouristSaver White Label Dashboard. &nbsp;&nbsp;Temporary login details are as below:&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;&nbsp;Username: {login_username}&nbsp;Password: {password} &nbsp;&nbsp;We are committed to increasing your user experience and helping you to grow your business.&nbsp;Thank you for all your support. &nbsp;&nbsp;",True,2023-03-30 17:33:07.927 +0545,2023-09-07 08:37:41.328 +0545
219,Bulk email to Singapore Collaboration Partner,bulk-email-to-singapore-collaboration-partner,Bulk email to Singapore Collaboration Partner with their login credentials and login url,Welcome to TouristSaver CP Dashboard,Welcome to TouristSaver CP Dashboard,"Hi {user}, &nbsp;&nbsp;We are pleased to announce and super excited to share the TouristSaver Dashboard and System with you.&nbsp;Please click here to login and start using your new TouristSaver Collaboration Partner Dashboard. &nbsp;&nbsp;Temporary login details are as below:&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;&nbsp;Username: {login_username}&nbsp;Password: {password} &nbsp;&nbsp;Your Issuer Code{issuer_code}You can use given issuer code to issue memberships. Please find the Issuer QR code attached to this email for your convenience.&nbsp;We are committed to increasing your user experience and helping you to grow your business.&nbsp;Thank you for all your support. &nbsp;&nbsp;",True,2023-03-30 17:33:07.927 +0545,2023-09-14 08:57:10.822 +0545
303,Document Email Open,document-email-open,This  template is used to open email sent from Document Management Section,Welcome to TouristSaver Document,Welcome to TouristSaver Document,{body}{buttonLink}{documentLink}{emailOpen},True,2024-01-26 11:06:40.766 +0545,2024-05-02 13:28:40.960 +0545
233,Bulk email sent to Malaysia Merchants,bulk-email-sent-to-malaysia-merchants,Bulk email sent to Malaysia Merchants,Welcome to TouristSaver Dashboard,Welcome to TouristSaver Dashboard,"Hi {Merchant_Name}, &nbsp;&nbsp;&nbsp;We are pleased to announce and super excited to share the TouristSaver Dashboard and System with you.&nbsp;Please click here to login and start using your TouristSaver Dashboard.&nbsp;&nbsp;Temporary login details are as below:&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;&nbsp;Username: {merchant_username}&nbsp;Password: {password} &nbsp;&nbsp;We are committed to increasing your user experience and helping you to grow your business.&nbsp;Thank you for all your support. &nbsp;&nbsp;&nbsp;&nbsp;",True,2023-03-10 15:40:43.426 +0545,2023-09-07 08:28:25.504 +0545
242,SG Merchant Bonus,sg-merchant-bonus,This email is sent to the Singapore,TouristSaver Merchant Bonus,TouristSaver Merchant Bonus,"Dear {merchant_name}, &nbsp;&nbsp;Please accept TouristSaver’s special thank you, for your patience while our infrastructure was being set up.&nbsp;The great news is that your patience will be rewarded by virtue of the incentives laid out below.&nbsp;&nbsp;As you can see from the incentive table it is critical that you take advantage of this offer right now to receive the optimal incentive. Each of these Premium memberships you receive, sell for $50 each.&nbsp; &nbsp;&nbsp;Also remember that you have the option to use a flexible discount structure throughout the day, you can deliver more value to your customers and boost customer footfall and retention. Plus, you'll enjoy increased revenue and an improved reputation. All of this is accessible on your own Merchant dashboard.&nbsp;&nbsp;Your TouristSaver Merchant Dashboards are designed to add value to your business operations by providing a backend that helps automate accounting tasks, whilst giving you transparent, live, and accurate data.&nbsp;&nbsp;You should have your TouristSaver Dashboard activation details, which allow you to login and activate your account, if not, make contact today with your sales agent or adminsg@piiink.org to take advantage of this generous&nbsp;BONUS OFFER!&nbsp;These Bonuses are applicable to Merchants whose dashboards were activated prior to 30th June 2023.&nbsp;&nbsp;Thank you for teaming up with TouristSaver, we look forward to helping you achieve your goals and grow your business together.",True,2023-06-22 13:19:34.118 +0545,2023-09-07 08:26:10.714 +0545
244,Cancellation of the subscription  of the current Singapore Merchant,cancellation-of-the-subscription-of-the-current-singapore-merchant,Changes to your TouristSaver Payment Details,Changes to your TouristSaver Payment Card Details,Changes to your TouristSaver Payment Card Details,"Dear {merchant},&nbsp;Firstly, please accept TouristSaver’s special thank you, for your patience while our infrastructure was being set up.&nbsp;We are writing this email to inform you about a change in our secure payment system.&nbsp;You now have the ability to add multiple card details, edit card details, make card as primary and added securities, however, you will be required to re-enter and update your payment card details.&nbsp;For us to ensure we provide you the best possible TouristSaver experience, we request that you update your payment card details immediately, thank you.&nbsp;Instructions as below to update your credit/debit card details:&nbsp;&nbsp; &nbsp;- Dashboard Login - My Account - Payment Methods - Add Card.&nbsp;We greatly appreciate your business and appreciate your ongoing support. Please feel free to reach out to us if you have any questions.&nbsp;Sincerely,&nbsp;TouristSaver&nbsp;&nbsp;&nbsp;&nbsp;",True,2023-07-05 15:42:47.407 +0545,2023-09-07 08:21:09.406 +0545
172,Charity Registration Unsuccessful for state owner,charity-registration-unsuccessful-for-state-owner,Email sent to State Owners when the charity requested by them is rejected. ,Charity Request Rejected,Charity Request Rejected,"Dear {stateowner},Sorry! Your requested charity with following details can't be approved in the TouristSaver system due to below mentioned issues.&nbsp;Charity Name : {charity_name}Email : {charity_email}Phone : {charity_phone}&nbsp;Issues:&nbsp;{issues_description}Please contact TouristSaver.",True,2022-11-15 12:45:46.943 +0545,2023-04-02 13:27:49.967 +0545
113,EOI Rejected of Region Owner,eoi-rejected-of-region-owner,"Email sent to EOI sender when their EOI for Region Owner is rejected by TouristSaver.
",Expression of Interest Rejected,Expression of Interest Rejected,"Dear username,Your request for a Region Licensee registration with TouristSaver could not be approved due to the following issues. Please contact TouristSaver.Issues:{issues_description}",True,2022-11-09 17:19:35.801 +0545,2023-09-07 11:16:48.706 +0545
274,Merchant Group Registration By country admin,merchant-group-registration-by-country-admin,This email is sent to Merchant group when it is successfully registered by country admin,Registration Successful,Registration Successful,"Dear {merchantgroup_name},&nbsp;Congratulations! You have been successfully registered to TouristSaver.Please use the following credentials to login to your Dashboard.Username : {username}Password : {password}&nbsp;Click here to login in to your dashboard using above credentials. We suggest that you copy and paste your username and password, if dashes, spaces and underscores are used they must be replicated.&nbsp;You can now create subsidiary merchants from your Dashboard.",True,2023-07-28 09:19:05.927 +0545,2023-09-07 08:13:32.318 +0545
220,Merchant Registration Rejected for Signers,merchant-registration-rejected-for-signers,This email is sent to Merchant signer when the merchant they submitted is rejected by TouristSaver,Merchant Registration Rejected,Merchant Registration Rejected,"Dear {user},&nbsp;Sorry!! Your merchant with the following details has been rejected by TouristSaver.&nbsp;Merchant name : {merchant_name}Email : {merchant_email}Phone : {phone_number}&nbsp;Issues:&nbsp;{issues_description}&nbsp;Please contact TouristSaver.",True,2023-04-02 10:45:56.890 +0545,2023-08-22 09:06:42.322 +0545
50,Bulk email sent to Australian Merchants,bulk-email-sent-to-australian-merchants,Bulk email sent to Australian Merchants,Welcome to TouristSaver Dashboard,Welcome to TouristSaver Dashboard,"Hi {Merchant_Name}, &nbsp;&nbsp;&nbsp;We are pleased to announce and super excited to share the newest TouristSaver Dashboard and System with you.&nbsp;Please click here to login and start using your new TouristSaver Dashboard. &nbsp;&nbsp;Temporary login details are as below:&nbsp;We suggest that you copy and paste your username and password, if capital letter, dashes, spaces and underscores are used they must be replicated.&nbsp;&nbsp;Username: {merchant_username}&nbsp;Password: {password} &nbsp;&nbsp;We are committed to improving your user experience and supporting you as you grow your business.&nbsp;Thank you for all your support. &nbsp;&nbsp;&nbsp;&nbsp;",True,2023-03-10 15:40:43.426 +0545,2023-09-07 11:33:21.110 +0545
